"activity" "subject" "mean_timebodyaccelerometermeanX" "mean_timebodyaccelerometermeanY" "mean_timebodyaccelerometermeanZ" "mean_timebodyaccelerometerstdevX" "mean_timebodyaccelerometerstdevY" "mean_timebodyaccelerometerstdevZ" "mean_timegravityaccelerometermeanX" "mean_timegravityaccelerometermeanY" "mean_timegravityaccelerometermeanZ" "mean_timegravityaccelerometerstdevX" "mean_timegravityaccelerometerstdevY" "mean_timegravityaccelerometerstdevZ" "mean_timebodyaccelerometerjerkmeanX" "mean_timebodyaccelerometerjerkmeanY" "mean_timebodyaccelerometerjerkmeanZ" "mean_timebodyaccelerometerjerkstdevX" "mean_timebodyaccelerometerjerkstdevY" "mean_timebodyaccelerometerjerkstdevZ" "mean_timebodygiroscopemeanX" "mean_timebodygiroscopemeanY" "mean_timebodygiroscopemeanZ" "mean_timebodygiroscopestdevX" "mean_timebodygiroscopestdevY" "mean_timebodygiroscopestdevZ" "mean_timebodygiroscopejerkmeanX" "mean_timebodygiroscopejerkmeanY" "mean_timebodygiroscopejerkmeanZ" "mean_timebodygiroscopejerkstdevX" "mean_timebodygiroscopejerkstdevY" "mean_timebodygiroscopejerkstdevZ" "mean_timebodyaccelerometermagmean" "mean_timebodyaccelerometermagstdev" "mean_timegravityaccelerometermagmean" "mean_timegravityaccelerometermagstdev" "mean_timebodyaccelerometerjerkmagmean" "mean_timebodyaccelerometerjerkmagstdev" "mean_timebodygiroscopemagmean" "mean_timebodygiroscopemagstdev" "mean_timebodygiroscopejerkmagmean" "mean_timebodygiroscopejerkmagstdev" "mean_frequencybodyaccelerometermeanX" "mean_frequencybodyaccelerometermeanY" "mean_frequencybodyaccelerometermeanZ" "mean_frequencybodyaccelerometerstdevX" "mean_frequencybodyaccelerometerstdevY" "mean_frequencybodyaccelerometerstdevZ" "mean_frequencybodyaccelerometerjerkmeanX" "mean_frequencybodyaccelerometerjerkmeanY" "mean_frequencybodyaccelerometerjerkmeanZ" "mean_frequencybodyaccelerometerjerkstdevX" "mean_frequencybodyaccelerometerjerkstdevY" "mean_frequencybodyaccelerometerjerkstdevZ" "mean_frequencybodygiroscopemeanX" "mean_frequencybodygiroscopemeanY" "mean_frequencybodygiroscopemeanZ" "mean_frequencybodygiroscopestdevX" "mean_frequencybodygiroscopestdevY" "mean_frequencybodygiroscopestdevZ" "mean_frequencybodyaccelerometermagmean" "mean_frequencybodyaccelerometermagstdev" "mean_frequencybodyaccelerometerjerkmagmean" "mean_frequencybodyaccelerometerjerkmagstdev" "mean_frequencybodygiroscopemagmean" "mean_frequencybodygiroscopemagstdev" "mean_frequencybodygiroscopejerkmagmean" "mean_frequencybodygiroscopejerkmagstdev"
"WALKING_DOWNSTAIRS" 16 0.288263166344262 -0.0154300876303825 -0.105024200048301 0.149226044906831 0.0901409309994536 -0.12360495823265 0.918645517377049 -0.168376277567213 -0.046575616310847 -0.946572026584699 -0.936536089508197 -0.907740580901639 0.0873815992180328 0.00580255300076503 -0.00473179476371585 0.0109598349487705 -0.0654506671357924 -0.341647716422131 -0.0922443375170765 -0.042048646673224 0.0911726815085246 -0.323738242013934 -0.259770749898087 -0.248307497852186 -0.0829744014911475 -0.0487817389798634 -0.0571571082196175 -0.37902000288388 -0.401565474512295 -0.321952293223962 0.154910578592924 0.156685757607842 0.154910578592924 0.156685757607842 -0.0743456729137432 0.0290916859405738 -0.0874745344677322 -0.202846113239891 -0.374324023118852 -0.396034215883497 0.0866950857527322 0.0805860937103825 -0.146992247199863 0.168887981304699 0.0242881363920765 -0.184490629905738 -0.0329926306666667 -0.105387476305464 -0.277729602151913 -0.035535955024612 -0.0873394897456749 -0.405301988309563 -0.208207951357923 -0.235920588912568 -0.145643733997814 -0.364876660352377 -0.284453709287158 -0.355750603613934 0.189438782194809 -0.0455426770081694 0.0468107070875683 -0.00420212546770437 -0.235490750605 -0.326505648640847 -0.386335236734317 -0.454045134481776
"WALKING_DOWNSTAIRS" 17 0.295937144375 -0.01625207083625 -0.10977028385 0.04505601349375 0.105308774833333 -0.0248753642916667 0.901458321875 -0.189767396833333 -0.109055175147917 -0.938351488333333 -0.929206317708333 -0.886774623958333 0.108261144666667 -0.0428969999833333 0.0109048727645833 -0.00277040438875 -0.0409845803583333 -0.311198131929375 -0.118769987258333 -0.0518948597166667 0.0646982828541667 -0.274546002604167 -0.158588626458333 -0.108685326770833 -0.0982748480208333 -0.0350481518916667 -0.0537845072208333 -0.378608250416667 -0.364422091770833 -0.246874545791667 0.100697137229167 0.139959936875 0.100697137229167 0.139959936875 -0.05517675299375 0.01668312336875 0.00203143445645833 -0.1047114094375 -0.3349648585625 -0.358950828358333 0.0492778704979167 0.106323695047083 -0.07527822749375 0.0401111501375 0.0334175436041667 -0.0786598966520833 -0.02747913034375 -0.068789678975 -0.233391465875 -0.0674236567604167 -0.077701472875 -0.389320086445833 -0.1695352534375 -0.149037763733333 0.00197969014791667 -0.312813268416667 -0.174334849735417 -0.231522867760417 0.209587223185417 -0.0824460253645833 0.0542065695875 -0.0427153644875 -0.13961073596875 -0.244637595729167 -0.341482391233333 -0.430968424125
"WALKING_UPSTAIRS" 4 0.259092237211382 -0.0253106808899268 -0.12235276244065 -0.262010397134959 -0.016042125577561 -0.256262673953659 0.882553089593496 -0.281959825447154 -0.103137644265041 -0.950098986341463 -0.92588282601626 -0.908965362113821 0.0801008632528455 0.0288913040725203 -0.0101310238369106 -0.346111149349593 -0.311086551422764 -0.646698340406504 -0.0110098481731707 -0.0914835195162602 0.0597425420146341 -0.459459844347154 -0.387289911277236 -0.270579635291057 -0.105541292106504 -0.0415709156658537 -0.0365490636723577 -0.558065718861789 -0.685297722357724 -0.538373687530081 -0.137827567757724 -0.27482539663639 -0.137827567757724 -0.27482539663639 -0.385292781186992 -0.358864155477236 -0.205883049996748 -0.393303719788455 -0.616452881300813 -0.671397415203252 -0.295120913886179 -0.117572985790325 -0.410846886642276 -0.251379106617886 -0.0302295118504065 -0.236691219096748 -0.373097020282114 -0.33246522680374 -0.609027604227642 -0.378259872019024 -0.336430954168293 -0.684285882764228 -0.390056655917886 -0.489904925723577 -0.300425098674797 -0.485531443471545 -0.34005639603252 -0.33161989215122 -0.279731842231707 -0.386486830813008 -0.324793687978049 -0.410872870268293 -0.477543171943089 -0.444037901479675 -0.666616884552846 -0.703032556178862
"WALKING_UPSTAIRS" 6 0.252691940898876 -0.0233982101635955 -0.132080569183146 -0.230861342497753 -0.0845485265191011 -0.212892467101124 0.864696836404494 -0.292950093370787 -0.188245548547191 -0.949004029662921 -0.937704560898876 -0.897651055280899 0.0528796798977528 0.0354248306393258 -0.00220772528539326 -0.356279929539326 -0.33769834511236 -0.661009896741573 -0.118692271125843 -0.0195782119292135 0.0843734844379775 -0.456320197303371 -0.402075560820225 -0.269857838567416 -0.0919398892802247 -0.0308612403837079 -0.0611927609011236 -0.529875908089888 -0.684403911348315 -0.531000437393258 -0.120254081692135 -0.248585901720225 -0.120254081692135 -0.248585901720225 -0.399777566101124 -0.38504309441573 -0.205982673924719 -0.352371276434831 -0.607450080876405 -0.666889018651685 -0.275538274966292 -0.165047391703371 -0.408873184337079 -0.215393058178202 -0.103460555449438 -0.179835627852135 -0.386152395292135 -0.369343489121348 -0.632349895393258 -0.384205313146067 -0.348898903233708 -0.688261172134832 -0.382561026719101 -0.498635374573034 -0.290013097307865 -0.484861447808989 -0.360022380808989 -0.335721410921348 -0.269485992099326 -0.355409720988764 -0.361005809853933 -0.423090119044944 -0.461686210370786 -0.396202061370787 -0.664982370898876 -0.694151035955056
"WALKING_UPSTAIRS" 7 0.26533164986039 -0.0280214322441558 -0.117343433175649 -0.214277606943571 0.0270325669162338 -0.123036841315649 0.877502293733766 -0.298133241850649 -0.132917372855909 -0.949469294577922 -0.921396901266234 -0.897481896136364 0.0760862728672078 0.00603933448029221 0.00279143071477273 -0.344773131094156 -0.307680630101591 -0.615304316363636 0.0181889241827922 -0.0941928127901623 0.0477918785525974 -0.450946365730519 -0.278710751274675 -0.19779430337013 -0.108937395641234 -0.0361456050075974 -0.0577540668318831 -0.51192633646461 -0.646657506688312 -0.526749369530974 -0.0643701703399026 -0.205825588286039 -0.0643701703399026 -0.205825588286039 -0.371927735668831 -0.363866917704545 -0.130033104768571 -0.266283852453247 -0.57807623001948 -0.645772288951299 -0.283482865124351 -0.103621093072403 -0.348355078147403 -0.190294338583279 0.0240125339482792 -0.0840307489253247 -0.377418517356494 -0.338672250304221 -0.58184663025974 -0.370217024561688 -0.321885776226299 -0.648003345941558 -0.367454638074351 -0.421512276631981 -0.269737055908766 -0.482194027808442 -0.215223480130519 -0.254232732774675 -0.224468898068831 -0.321027736279221 -0.335623126572078 -0.408662003328052 -0.399092377999675 -0.310728789173377 -0.639383407540584 -0.681037747922078
"WALKING_UPSTAIRS" 8 0.264742635466192 -0.0289083897349822 -0.119662164758007 -0.239118850330961 -0.0308328061435587 -0.146729795935231 0.885111068434164 -0.287973431209964 -0.0947141202222135 -0.945603640284697 -0.923845773238434 -0.895878184163701 0.106484219163737 -0.0176948797539146 -0.0304992495375089 -0.381890574063345 -0.382429890848399 -0.665375209120996 0.0427420377960854 -0.12643787375711 0.0526516300719929 -0.484305600629893 -0.303558249980783 -0.307981395240996 -0.113020681797865 -0.0508738299320285 -0.0427990975404626 -0.588367872531673 -0.690662209217082 -0.616096540775801 -0.0949538920102847 -0.259145315163843 -0.0949538920102847 -0.259145315163843 -0.423616767922064 -0.42002405725089 -0.181179722962989 -0.314681169319217 -0.64039327252669 -0.696825382597865 -0.305268614353416 -0.167282546369395 -0.393195025833808 -0.216002481657651 -0.0275236970553737 -0.0976461955 -0.408298328727046 -0.402129590651246 -0.632944229074733 -0.410481713166014 -0.404163938071886 -0.696650180747331 -0.426565216616014 -0.463578709669039 -0.361041530129181 -0.50726120211637 -0.232912935057651 -0.357809403692883 -0.279526737236655 -0.364728174918149 -0.385470701137367 -0.472722085451957 -0.456180575960854 -0.34623301023452 -0.687946468718861 -0.731649247900356
"WALKING_UPSTAIRS" 9 0.265307318666667 -0.0236614001385476 -0.121795189815972 -0.281897837263194 -0.05814993836875 -0.265220384698611 0.877984973298611 -0.269648226246528 -0.135678811147441 -0.952052326458333 -0.925744733888889 -0.906573215972222 0.0745976797161458 -0.00149113586631944 -0.00294757093663194 -0.377325605194444 -0.374746072338889 -0.641628640034722 -0.03523199930625 -0.0647229276675 0.0889825807881944 -0.483925603041667 -0.413675510724271 -0.206372435059306 -0.0969720363314931 -0.0334122982592014 -0.0560266046586806 -0.582188898263889 -0.688567511597222 -0.55588237853125 -0.164296793596181 -0.283074973590278 -0.164296793596181 -0.283074973590278 -0.420609527486111 -0.3861191894375 -0.210333621295139 -0.430496005208333 -0.628665904583333 -0.679015676458333 -0.318192064130556 -0.175791813657431 -0.410323202162153 -0.269963604602604 -0.0621323804586806 -0.249816095974549 -0.408549591836111 -0.399379687865625 -0.607107178368056 -0.402269857169444 -0.391419638694097 -0.675329413611111 -0.413630775534722 -0.504269914805903 -0.285645888980556 -0.509920696826389 -0.372729661430556 -0.257618755353125 -0.294708594434028 -0.389891667940972 -0.362479066720139 -0.423176248778472 -0.510055249607639 -0.477656818586806 -0.671325993645833 -0.713353256145833
"WALKING_UPSTAIRS" 10 0.260928385133333 -0.0250928978 -0.11282803435 -0.280526339953333 -0.09433995744 -0.206337518078333 0.892162140833333 -0.237433528 -0.108116627596667 -0.958781130666667 -0.926779765833333 -0.904832096666667 0.054311438725 -0.0135701579583333 -0.0207729275468333 -0.401753210766667 -0.417502655 -0.6040038075 -0.00689070315166667 -0.04604483791 0.113245629333333 -0.5161681696 -0.3278863427 -0.292663766333333 -0.135402513186667 -0.0449926186316667 -0.0795995227166667 -0.590613506 -0.641297080833333 -0.578112292333333 -0.158114833859333 -0.29551854265 -0.158114833859333 -0.29551854265 -0.432858950333333 -0.401421477 -0.196067755331667 -0.366994104414 -0.615628308 -0.646512158333333 -0.312724768516667 -0.198867137983333 -0.3585063462 -0.2696575112 -0.101357804783667 -0.193856126096667 -0.422487492683333 -0.4401763516 -0.570236333333333 -0.434709534683333 -0.43331973475 -0.6366434975 -0.4250401871 -0.430042010183333 -0.331072227215 -0.547423721 -0.284639514433333 -0.346753462433333 -0.30478828325 -0.400997147666667 -0.38170936285 -0.432989146816667 -0.465165903033333 -0.413289355116667 -0.641048965333333 -0.680535560833333
"WALKING_UPSTAIRS" 11 0.258097400424051 -0.0250304733874051 -0.120889385479114 -0.229323375503576 0.00226222797047468 -0.136039914888924 0.861375271170886 -0.277617458006329 -0.184374808143354 -0.945484139841772 -0.928611845917722 -0.904515205253165 0.05675348109 0.0234847249634494 0.0198167850375316 -0.370529366275316 -0.324999789284494 -0.605339175325949 0.0310795691692089 -0.0902850693155063 0.0496568253575949 -0.459076440548734 -0.341376751806329 -0.223240004811392 -0.124770323108861 -0.0338001575230696 -0.0510296621904114 -0.554044408196202 -0.647702608101266 -0.574046055861076 -0.0770172613911392 -0.249017632270886 -0.0770172613911392 -0.249017632270886 -0.377693813598101 -0.404713396050633 -0.17355434232288 -0.312803590196203 -0.597973047478165 -0.659062323765823 -0.291618417223418 -0.113949535487342 -0.328514199318354 -0.207526474235127 -0.00607451311661392 -0.110068216743892 -0.399157518581329 -0.350663829341741 -0.567773116613924 -0.398042415655063 -0.344453427378797 -0.641882391550633 -0.387185384081646 -0.439514031317089 -0.288955705373418 -0.486627225474684 -0.298294584017089 -0.277233114873734 -0.257109218658228 -0.363770859446203 -0.365712023949051 -0.464938577684177 -0.429302840366772 -0.359744971438291 -0.647329811835443 -0.701249830553797
"WALKING_UPSTAIRS" 14 0.264394844865823 -0.0233716261994937 -0.120144587834177 -0.139341625773797 0.0857532259493671 -0.120858788788608 0.859775454050633 -0.269814933797468 -0.209754060567089 -0.937237865063291 -0.919686859493671 -0.904716207468354 0.0997192280379747 0.0474925948898734 -0.0543343863368354 -0.24720167316962 -0.222044524006329 -0.519137711012658 0.0706488372868354 -0.116587933721519 -0.000124274157848103 -0.436318855708861 -0.382822337253165 -0.175166701417722 -0.141190980281139 -0.0422371419050633 -0.0555900080974684 -0.468936832936709 -0.638762094177215 -0.520847964683544 0.00746979794949367 -0.198976986088608 0.00746979794949367 -0.198976986088608 -0.260628359721519 -0.295875914367089 -0.170443035331646 -0.323047761901266 -0.556798538050633 -0.637268057468354 -0.209491431949367 -0.0218111785113924 -0.255461588332911 -0.11466779866962 0.0694103445594937 -0.120946359465823 -0.273671891413924 -0.249742251424051 -0.465893625924051 -0.288540342082911 -0.246405300130633 -0.572174757721519 -0.337655320126582 -0.435954599089873 -0.222947261782278 -0.471723519594937 -0.35925119978481 -0.237850404177215 -0.178314150301266 -0.338134321012658 -0.251740058607595 -0.363864664367089 -0.418503975240506 -0.379429131544304 -0.623327102151899 -0.684590431518987
